中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
0,"	2023-06-25 00:00:00",0,"2.2899999999999999E+001",1001,3,0,0,23870,3,1.0000000000000001E-001,0
3,"	2023-06-24 00:00:00",0,"1.7600000000000001E+001",1001,15,0,0,23869,18,1.0000000000000001E-001,0
1,"	2023-06-23 00:00:00",0,"4.3200000000000003E+001",1001,32,0,0,23868,33,1.0000000000000001E-001,0
0,"	2023-06-22 00:00:00",0,"5.7E+001",1001,22,0,0,23867,22,1.0000000000000001E-001,0
0,"	2023-06-21 00:00:00",0,"5.3200000000000003E+001",1001,18,0,0,23866,18,1.0000000000000001E-001,0
1,"	2023-06-20 00:00:00",0,"3.1800000000000001E+001",1001,13,1,0,23865,15,1.0000000000000001E-001,0
0,"	2023-06-19 00:00:00",0,"3.5E+001",1001,8,0,0,23864,8,1.0000000000000001E-001,0
21,"	2023-06-18 00:00:00",0,"4.1799999999999997E+001",1001,248,6,0,23863,275,5.0E-001,0
12,"	2023-06-17 00:00:00",0,"6.1200000000000003E+001",1001,151,9,0,23862,172,8.0000000000000004E-001,0
29,"	2023-06-16 00:00:00",0,"8.0599999999999994E+001",1001,420,14,0,23861,463,"1.0E+000",0
36,"	2023-06-15 00:00:00",0,"4.2799999999999997E+001",1001,335,15,0,23860,386,8.0000000000000004E-001,0
5,"	2023-06-14 00:00:00",0,"3.65E+001",1001,103,2,0,23859,110,2.9999999999999999E-001,0
1,"	2023-06-13 00:00:00",0,"4.0600000000000001E+001",1001,35,0,0,23858,36,2.0000000000000001E-001,0
0,"	2023-06-12 00:00:00",0,"4.1200000000000003E+001",1001,45,0,0,23857,45,2.9999999999999999E-001,0
0,"	2023-06-11 00:00:00",0,"2.7699999999999999E+001",1001,25,0,0,23856,25,2.0000000000000001E-001,0
11,"	2023-06-10 00:00:00",0,"4.5200000000000003E+001",1001,65,1,0,23855,77,2.9999999999999999E-001,0
12,"	2023-06-09 00:00:00",0,"5.6600000000000001E+001",1001,95,0,0,23854,107,4.0000000000000002E-001,0
6,"	2023-06-08 00:00:00",0,"4.9E+001",1001,78,2,0,23853,86,4.0000000000000002E-001,0
6,"	2023-06-07 00:00:00",0,"4.0799999999999997E+001",1001,38,0,0,23852,44,2.0000000000000001E-001,0
13,"	2023-06-06 00:00:00",0,"7.0200000000000003E+001",1001,90,5,0,23851,108,5.0E-001,0
6,"	2023-06-05 00:00:00",0,"8.95E+001",1001,118,1,0,23850,125,5.0E-001,0
16,"	2023-06-04 00:00:00",0,"8.45E+001",1001,207,5,0,23849,228,5.0E-001,0
14,"	2023-06-03 00:00:00",0,"8.2599999999999994E+001",1001,253,7,0,23848,274,8.0000000000000004E-001,0
6,"	2023-06-02 00:00:00",0,"9.0099999999999994E+001",1001,258,1,0,23847,265,5.9999999999999998E-001,0
30,"	2023-06-01 00:00:00",0,"6.2600000000000001E+001",1001,314,9,0,23846,353,6.9999999999999996E-001,0
12,"	2023-05-31 00:00:00",0,"5.7700000000000003E+001",1001,347,7,0,23845,366,5.9999999999999998E-001,0
23,"	2023-05-30 00:00:00",0,"6.9799999999999997E+001",1001,506,7,0,23844,536,6.9999999999999996E-001,0
49,"	2023-05-29 00:00:00",0,"6.6400000000000006E+001",1001,645,8,0,23843,702,"1.0E+000",0
22,"	2023-05-28 00:00:00",0,"7.1599999999999994E+001",1001,471,6,0,23842,499,"1.0E+000",0
21,"	2023-05-27 00:00:00",0,"8.4799999999999997E+001",1001,450,7,0,23841,478,9.0000000000000002E-001,0
28,"	2023-05-26 00:00:00",0,"8.5900000000000006E+001",1001,584,8,0,23840,620,"1.0E+000",0
24,"	2023-05-25 00:00:00",0,"7.0400000000000006E+001",1001,344,6,0,23839,374,5.9999999999999998E-001,0
13,"	2023-05-24 00:00:00",0,"8.3599999999999994E+001",1001,298,4,0,23838,315,8.0000000000000004E-001,0
34,"	2023-05-23 00:00:00",0,"8.9099999999999994E+001",1001,567,7,0,23837,608,9.0000000000000002E-001,0
110,"	2023-05-22 00:00:00",0,"9.0900000000000006E+001",1001,2023,27,0,23836,2160,"1.5E+000",0
69,"	2023-05-21 00:00:00",0,"1.04E+002",1001,929,28,0,23835,1026,8.0000000000000004E-001,0
11,"	2023-05-20 00:00:00",0,"8.9700000000000003E+001",1001,180,4,0,23834,195,5.0E-001,0
15,"	2023-05-19 00:00:00",0,"8.9700000000000003E+001",1001,267,10,0,23833,292,8.0000000000000004E-001,0
20,"	2023-05-18 00:00:00",0,"1.032E+002",1001,433,3,0,23832,456,5.9999999999999998E-001,0
168,"	2023-01-01 00:00:00",0,"7.9200000000000003E+001",1001,1813,76,0,23093,2057,"2.2000000000000002E+000",0
54,"	2023-01-11 00:00:00",0,"7.2599999999999994E+001",1001,405,38,0,23129,497,"2.0E+000",0
200,"	2023-01-19 00:00:00",0,"6.2799999999999997E+001",1001,2424,115,0,23137,2739,"2.1000000000000001E+000",0
49,"	2023-01-31 00:00:00",0,"6.1399999999999999E+001",1001,764,18,0,23150,831,"1.0E+000",0
89,"	2023-01-06 00:00:00",0,"4.5100000000000001E+001",1001,891,45,0,23111,1025,"1.3999999999999999E+000",0
138,"	2023-02-08 00:00:00",0,"9.0599999999999994E+001",1001,1668,55,0,23170,1861,"1.8E+000",0
312,"	2023-01-16 00:00:00",0,"9.0299999999999997E+001",1001,3179,134,0,23134,3625,"2.5E+000",0
0,"	2023-01-28 00:00:00",0,"4.65E+001",1001,1,0,0,23147,1,2.0000000000000001E-001,0
515,"	2023-02-16 00:00:00",0,"8.7900000000000006E+001",1001,4564,356,0,23191,5435,"4.2999999999999998E+000",0
412,"	2023-02-24 00:00:00",0,"7.5299999999999997E+001",1001,4118,272,0,23213,4802,"3.0E+000",0
22,"	2023-02-05 00:00:00",0,"7.6599999999999994E+001",1001,420,3,0,23167,445,"1.1000000000000001E+000",0
195,"	2023-01-03 00:00:00",0,"8.9200000000000003E+001",1001,2430,69,0,23108,2694,"2.1000000000000001E+000",0
351,"	2023-02-13 00:00:00",0,"8.95E+001",1001,3631,196,0,23188,4178,"3.2999999999999998E+000",0
94,"	2023-01-13 00:00:00",0,"7.2700000000000003E+001",1001,969,47,0,23131,1110,"2.0E+000",0
418,"	2023-02-21 00:00:00",0,"8.9E+001",1001,4245,285,0,23210,4948,"3.2000000000000002E+000",0
67,"	2023-01-21 00:00:00",0,"5.55E+001",1001,917,38,0,23139,1022,"1.3999999999999999E+000",0
76,"	2023-02-02 00:00:00",0,"5.9899999999999999E+001",1001,859,28,0,23152,963,8.0000000000000004E-001,0
199,"	2023-01-02 00:00:00",0,"8.4099999999999994E+001",1001,2228,100,0,23107,2527,"2.1000000000000001E+000",0
106,"	2023-01-12 00:00:00",0,"7.45E+001",1001,1186,32,0,23130,1324,"1.7E+000",0
97,"	2023-02-10 00:00:00",0,"7.6700000000000003E+001",1001,1599,60,0,23172,1756,"1.6000000000000001E+000",0
137,"	2023-02-18 00:00:00",0,"8.1599999999999994E+001",1001,1674,85,0,23207,1896,"2.5E+000",0
228,"	2023-01-20 00:00:00",0,"6.9299999999999997E+001",1001,2365,140,0,23138,2733,"3.0E+000",0
80,"	2023-01-05 00:00:00",0,"6.65E+001",1001,1167,37,0,23110,1284,"1.3E+000",0
401,"	2023-01-15 00:00:00",0,"7.8E+001",1001,4406,237,0,23133,5044,"3.0E+000",0
1,"	2023-01-23 00:00:00",0,"9.0E+000",1001,43,1,0,23141,45,2.0000000000000001E-001,0
29,"	2023-02-04 00:00:00",0,"8.0200000000000003E+001",1001,662,14,0,23154,705,"1.3999999999999999E+000",0
338,"	2023-02-12 00:00:00",0,"9.0400000000000006E+001",1001,3149,210,0,23187,3697,"3.0E+000",0
943,"	2023-02-26 00:00:00",0,"8.9599999999999994E+001",1001,7964,729,0,23215,9636,"5.7999999999999998E+000",0
37,"	2023-02-01 00:00:00",0,"5.9E+001",1001,453,16,0,23151,506,9.0000000000000002E-001,0
104,"	2023-01-10 00:00:00",0,"8.1099999999999994E+001",1001,901,34,0,23128,1039,"1.8999999999999999E+000",0
214,"	2023-02-09 00:00:00",0,"8.7900000000000006E+001",1001,2318,123,0,23171,2655,"2.3999999999999999E+000",0
584,"	2023-01-18 00:00:00",0,"8.0E+001",1001,4720,366,0,23136,5670,"3.8999999999999999E+000",0
379,"	2023-02-17 00:00:00",0,"8.8099999999999994E+001",1001,3573,344,0,23192,4296,"4.2000000000000002E+000",0
20,"	2023-01-30 00:00:00",0,"3.8700000000000003E+001",1001,353,4,0,23149,377,5.0E-001,0
882,"	2023-02-25 00:00:00",0,"9.6599999999999994E+001",1001,7077,680,0,23214,8639,"4.7999999999999998E+000",0
107,"	2023-01-04 00:00:00",0,"6.6599999999999994E+001",1001,1386,36,0,23109,1529,"1.6000000000000001E+000",0
44,"	2023-02-07 00:00:00",0,"6.0899999999999999E+001",1001,631,14,0,23169,689,"1.1000000000000001E+000",0
112,"	2023-01-14 00:00:00",0,"4.8700000000000003E+001",1001,1144,51,0,23132,1307,"1.2E+000",0
339,"	2023-02-15 00:00:00",0,"9.2599999999999994E+001",1001,3731,212,0,23190,4282,"2.7999999999999998E+000",0
131,"	2023-01-22 00:00:00",0,"4.6600000000000001E+001",1001,1259,83,0,23140,1473,"1.3999999999999999E+000",0
341,"	2023-02-23 00:00:00",0,"8.4599999999999994E+001",1001,3051,221,0,23212,3613,"3.2000000000000002E+000",0
66,"	2023-02-03 00:00:00",0,"7.7099999999999994E+001",1001,1078,33,0,23153,1177,"1.3E+000",0
208,"	2023-02-11 00:00:00",0,"9.0299999999999997E+001",1001,2768,126,0,23173,3102,"2.7000000000000002E+000",0
232,"	2023-02-19 00:00:00",0,"8.4400000000000006E+001",1001,2461,128,0,23208,2821,"2.6000000000000001E+000",0
328,"	2023-02-27 00:00:00",0,"8.6799999999999997E+001",1001,3477,215,0,23216,4020,"3.1000000000000001E+000",0
49,"	2023-01-09 00:00:00",0,"9.1700000000000003E+001",1001,522,21,0,23127,592,"1.6000000000000001E+000",0
448,"	2023-01-17 00:00:00",0,"8.5799999999999997E+001",1001,4254,246,0,23135,4948,"3.7999999999999998E+000",0
31,"	2023-01-29 00:00:00",0,"6.1399999999999999E+001",1001,390,8,0,23148,429,5.9999999999999998E-001,0
60,"	2023-02-06 00:00:00",0,"7.4700000000000003E+001",1001,1009,18,0,23168,1087,"1.3999999999999999E+000",0
310,"	2023-02-14 00:00:00",0,"1.0040000000000001E+002",1001,3786,188,0,23189,4284,"2.2999999999999998E+000",0
426,"	2023-02-22 00:00:00",0,"8.6599999999999994E+001",1001,4137,326,0,23211,4889,"4.0E+000",0
446,"	2023-02-20 00:00:00",0,"8.8099999999999994E+001",1001,4340,260,0,23209,5046,"3.7999999999999998E+000",0
318,"	2023-02-28 00:00:00",0,"8.1900000000000006E+001",1001,3213,222,0,23217,3753,"4.0E+000",0
64,"	2023-05-17 00:00:00",0,"9.3E+001",1001,966,18,0,23831,1048,"1.1000000000000001E+000",0
74,"	2023-05-16 00:00:00",0,"6.1100000000000001E+001",1001,968,32,0,23830,1074,"1.1000000000000001E+000",0
29,"	2023-05-15 00:00:00",0,"5.9200000000000003E+001",1001,489,10,0,23829,528,9.0000000000000002E-001,0
1,"	2023-05-14 00:00:00",0,"2.3800000000000001E+001",1001,1,0,0,23828,2,2.0000000000000001E-001,0
72,"	2023-05-13 00:00:00",0,"7.7700000000000003E+001",1001,600,29,0,23827,701,"1.8E+000",0
85,"	2023-05-12 00:00:00",0,"7.8900000000000006E+001",1001,556,27,0,23807,668,"1.5E+000",0
44,"	2023-05-11 00:00:00",0,"8.1799999999999997E+001",1001,473,14,0,23789,531,"1.3E+000",0
326,"	2023-05-10 00:00:00",0,"8.8E+001",1001,2574,162,0,23788,3062,"3.2000000000000002E+000",0
66,"	2023-05-09 00:00:00",0,"6.4400000000000006E+001",1001,893,34,0,23787,993,"1.8999999999999999E+000",0
65,"	2023-05-08 00:00:00",0,"7.6200000000000003E+001",1001,788,30,0,23768,883,"1.8999999999999999E+000",0
38,"	2023-05-07 00:00:00",0,"9.3299999999999997E+001",1001,543,16,0,23767,597,"1.5E+000",0
25,"	2023-05-06 00:00:00",0,"1.015E+002",1001,398,13,0,23747,436,6.9999999999999996E-001,0
70,"	2023-05-05 00:00:00",0,"9.9799999999999997E+001",1001,807,28,0,23727,905,"1.3999999999999999E+000",0
52,"	2023-05-04 00:00:00",0,"8.2900000000000006E+001",1001,974,24,0,23708,1050,"1.1000000000000001E+000",0
102,"	2023-05-03 00:00:00",0,"8.2700000000000003E+001",1001,1137,31,0,23707,1270,"1.3999999999999999E+000",0
67,"	2023-05-02 00:00:00",0,"8.8200000000000003E+001",1001,989,23,0,23687,1079,"1.3999999999999999E+000",0
126,"	2023-05-01 00:00:00",0,"8.9900000000000006E+001",1001,1702,53,0,23667,1881,"1.8999999999999999E+000",0
222,"	2023-04-30 00:00:00",0,"8.7200000000000003E+001",1001,2227,85,0,23647,2534,"2.3999999999999999E+000",0
92,"	2023-04-29 00:00:00",0,"8.0299999999999997E+001",1001,969,30,0,23627,1091,"1.6000000000000001E+000",0
123,"	2023-04-28 00:00:00",0,"8.9900000000000006E+001",1001,1546,51,0,23607,1720,"2.1000000000000001E+000",0
85,"	2023-04-27 00:00:00",0,"8.6799999999999997E+001",1001,1113,38,0,23589,1236,"1.8E+000",0
198,"	2023-04-26 00:00:00",0,"8.9200000000000003E+001",1001,2258,96,0,23588,2552,"2.2999999999999998E+000",0
37,"	2023-04-25 00:00:00",0,"8.9400000000000006E+001",1001,670,10,0,23587,717,"1.1000000000000001E+000",0
51,"	2023-04-24 00:00:00",0,"8.1099999999999994E+001",1001,706,15,0,23568,772,"1.1000000000000001E+000",0
125,"	2023-04-23 00:00:00",0,"9.7200000000000003E+001",1001,1400,62,0,23567,1587,"1.5E+000",0
228,"	2023-04-22 00:00:00",0,"9.3099999999999994E+001",1001,2076,110,0,23547,2414,"2.1000000000000001E+000",0
146,"	2023-04-21 00:00:00",0,"8.8200000000000003E+001",1001,1294,88,0,23528,1528,"2.2999999999999998E+000",0
215,"	2023-04-20 00:00:00",0,"7.5E+001",1001,2397,132,0,23527,2744,"2.6000000000000001E+000",0
265,"	2023-04-19 00:00:00",0,"8.5799999999999997E+001",1001,2918,204,0,23507,3387,"2.6000000000000001E+000",0
532,"	2023-04-18 00:00:00",0,"9.4599999999999994E+001",1001,4965,375,0,23487,5872,"4.0E+000",0
643,"	2023-04-17 00:00:00",0,"8.5099999999999994E+001",1001,5984,586,0,23468,7213,"4.7999999999999998E+000",0
767,"	2023-04-16 00:00:00",0,"9.1E+001",1001,6478,728,0,23467,7973,"6.0999999999999996E+000",0
454,"	2023-04-15 00:00:00",0,"8.1700000000000003E+001",1001,3883,346,0,23447,4683,"4.2999999999999998E+000",0
832,"	2023-04-14 00:00:00",0,"8.5299999999999997E+001",1001,6682,662,0,23428,8176,"6.0999999999999996E+000",0
739,"	2023-04-13 00:00:00",0,"8.9599999999999994E+001",1001,5928,640,0,23427,7307,"5.5E+000",0
664,"	2023-04-12 00:00:00",0,"8.25E+001",1001,5344,596,0,23407,6604,"5.0E+000",0
824,"	2023-04-11 00:00:00",0,"8.0E+001",1001,6693,819,0,23387,8336,"6.2999999999999998E+000",0
541,"	2023-04-10 00:00:00",0,"7.8599999999999994E+001",1001,4422,506,0,23368,5469,"7.0E+000",0
352,"	2023-04-09 00:00:00",0,"8.3900000000000006E+001",1001,2981,257,0,23367,3590,"4.4000000000000004E+000",0
659,"	2023-04-08 00:00:00",0,"8.4599999999999994E+001",1001,5220,630,0,23351,6509,"6.7999999999999998E+000",0
1637,"	2023-04-07 00:00:00",0,"8.8900000000000006E+001",1001,9840,2052,0,23350,13529,"9.0E+000",0
1483,"	2023-04-06 00:00:00",0,"7.05E+001",1001,9885,1789,0,23349,13157,"8.4000000000000004E+000",0
1190,"	2023-04-05 00:00:00",0,"8.7099999999999994E+001",1001,8818,1168,0,23348,11176,"8.5999999999999996E+000",0
1270,"	2023-04-04 00:00:00",0,"8.8200000000000003E+001",1001,9972,1441,0,23347,12683,"9.5999999999999996E+000",0
1392,"	2023-04-03 00:00:00",0,"8.8E+001",1001,9782,1191,0,23328,12365,"7.7999999999999998E+000",0
1127,"	2023-04-02 00:00:00",0,"8.3700000000000003E+001",1001,8134,1044,0,23327,10305,"8.3000000000000007E+000",0
459,"	2023-04-01 00:00:00",0,"8.2400000000000006E+001",1001,3634,323,0,23307,4416,"5.7999999999999998E+000",0
372,"	2023-03-31 00:00:00",0,"7.2599999999999994E+001",1001,2798,413,0,23292,3583,"5.7999999999999998E+000",0
241,"	2023-03-30 00:00:00",0,"7.9799999999999997E+001",1001,1853,184,0,23291,2278,"4.7000000000000002E+000",0
562,"	2023-03-29 00:00:00",0,"7.2299999999999997E+001",1001,4112,561,0,23290,5235,"6.2999999999999998E+000",0
541,"	2023-03-28 00:00:00",0,"7.6299999999999997E+001",1001,3865,579,0,23289,4985,"6.9000000000000004E+000",0
197,"	2023-03-27 00:00:00",0,"8.3700000000000003E+001",1001,1863,134,0,23288,2194,"2.8999999999999999E+000",0
33,"	2023-03-26 00:00:00",0,"7.8799999999999997E+001",1001,408,25,0,23287,466,"1.0E+000",0
564,"	2023-03-25 00:00:00",0,"8.8099999999999994E+001",1001,4621,441,0,23273,5626,"4.5E+000",0
987,"	2023-03-24 00:00:00",0,"9.1599999999999994E+001",1001,7431,980,0,23272,9398,"6.2999999999999998E+000",0
1440,"	2023-03-23 00:00:00",0,"9.6799999999999997E+001",1001,11591,1410,0,23271,14441,"7.4000000000000004E+000",0
2051,"	2023-03-22 00:00:00",0,"9.4700000000000003E+001",1001,13885,1972,0,23270,17908,"8.9000000000000004E+000",0
982,"	2023-03-21 00:00:00",0,"9.15E+001",1001,8072,813,0,23269,9867,"6.2999999999999998E+000",0
705,"	2023-03-20 00:00:00",0,"9.2599999999999994E+001",1001,6807,539,0,23268,8051,"5.7999999999999998E+000",0
1274,"	2023-03-19 00:00:00",0,"8.8799999999999997E+001",1001,10233,1089,0,23267,12596,"7.5999999999999996E+000",0
875,"	2023-03-18 00:00:00",0,"8.8599999999999994E+001",1001,7872,707,0,23248,9454,"5.5999999999999996E+000",0
558,"	2023-03-17 00:00:00",0,"9.2599999999999994E+001",1001,5066,466,0,23247,6090,"4.7999999999999998E+000",0
991,"	2023-03-13 00:00:00",0,"8.9599999999999994E+001",1001,7086,662,0,23230,8739,"7.5999999999999996E+000",0
541,"	2023-03-12 00:00:00",0,"9.1200000000000003E+001",1001,4864,475,0,23229,5880,"5.7999999999999998E+000",0
493,"	2023-03-11 00:00:00",0,"9.5400000000000006E+001",1001,4797,490,0,23228,5780,"5.5999999999999996E+000",0
456,"	2023-03-10 00:00:00",0,"9.0299999999999997E+001",1001,4423,397,0,23227,5276,"3.7000000000000002E+000",0
369,"	2023-03-09 00:00:00",0,"6.9700000000000003E+001",1001,3330,212,0,23226,3911,"2.7999999999999998E+000",0
378,"	2023-03-08 00:00:00",0,"8.5299999999999997E+001",1001,3371,280,0,23225,4029,"3.8999999999999999E+000",0
290,"	2023-03-07 00:00:00",0,"7.5299999999999997E+001",1001,2878,256,0,23224,3424,"4.5E+000",0
452,"	2023-03-06 00:00:00",0,"9.0299999999999997E+001",1001,4003,260,0,23223,4715,"3.3999999999999999E+000",0
305,"	2023-03-05 00:00:00",0,"8.5799999999999997E+001",1001,3191,218,0,23222,3714,"3.2000000000000002E+000",0
308,"	2023-03-04 00:00:00",0,"8.35E+001",1001,3083,193,0,23221,3584,"3.5E+000",0
357,"	2023-03-03 00:00:00",0,"8.55E+001",1001,3063,262,0,23220,3682,"4.5E+000",0
357,"	2023-03-02 00:00:00",0,"9.1900000000000006E+001",1001,3499,298,0,23219,4154,"4.7999999999999998E+000",0
312,"	2023-03-01 00:00:00",0,"8.3200000000000003E+001",1001,2662,161,0,23218,3135,"3.0E+000",0
298,"	2022-12-31 00:00:00",0,"8.8599999999999994E+001",1001,3340,120,0,23092,3758,"2.7000000000000002E+000",0
280,"	2022-12-30 00:00:00",0,"9.1799999999999997E+001",1001,2919,115,0,23091,3314,"2.2999999999999998E+000",0
219,"	2022-12-29 00:00:00",0,"8.9299999999999997E+001",1001,2484,85,0,23090,2788,"2.2000000000000002E+000",0
149,"	2022-12-28 00:00:00",0,"5.6E+001",1001,1562,49,0,23089,1760,"1.3E+000",0
114,"	2022-12-27 00:00:00",0,"4.4700000000000003E+001",1001,1324,45,0,23088,1483,"1.2E+000",0
81,"	2022-12-26 00:00:00",0,"3.05E+001",1001,991,27,0,23087,1099,6.9999999999999996E-001,0
122,"	2022-12-25 00:00:00",0,"4.1E+001",1001,1173,69,0,23067,1364,"1.2E+000",0
174,"	2022-12-24 00:00:00",0,"4.8899999999999999E+001",1001,1847,94,0,23057,2115,"1.6000000000000001E+000",0
102,"	2022-12-23 00:00:00",0,"4.3399999999999999E+001",1001,1367,47,0,23056,1516,"1.2E+000",0
132,"	2022-12-22 00:00:00",0,"5.3E+001",1001,976,54,0,23055,1162,"1.1000000000000001E+000",0
165,"	2022-12-21 00:00:00",0,"9.3E+001",1001,2061,111,0,23054,2337,"2.7000000000000002E+000",0
104,"	2022-12-20 00:00:00",0,"6.6400000000000006E+001",1001,997,63,0,23053,1164,"1.5E+000",0
101,"	2022-12-19 00:00:00",0,"5.9299999999999997E+001",1001,1058,37,0,23052,1196,"1.2E+000",0
296,"	2022-12-18 00:00:00",0,"8.5700000000000003E+001",1001,3287,209,0,23051,3792,"2.2000000000000002E+000",0
399,"	2022-12-17 00:00:00",0,"1.0159999999999999E+002",1001,4501,270,0,23050,5170,"2.5E+000",0
378,"	2022-12-15 00:00:00",0,"8.5900000000000006E+001",1001,2875,224,0,23048,3477,"3.7000000000000002E+000",0
567,"	2022-12-16 00:00:00",0,"8.6400000000000006E+001",1001,5130,377,0,23049,6074,"4.5999999999999996E+000",0
720,"	2022-12-14 00:00:00",0,"9.0299999999999997E+001",1001,6869,513,0,23047,8102,"5.0E+000",0
299,"	2022-12-13 00:00:00",0,"9.25E+001",1001,2486,150,0,23036,2935,"2.2999999999999998E+000",0
144,"	2022-12-12 00:00:00",0,"1.0009999999999999E+002",1001,1850,78,0,23035,2072,"1.3999999999999999E+000",0
112,"	2022-12-11 00:00:00",0,"9.8700000000000003E+001",1001,1546,68,0,23034,1726,"1.5E+000",0
71,"	2022-12-10 00:00:00",0,"8.4400000000000006E+001",1001,715,27,0,23033,813,"1.2E+000",0
44,"	2022-12-09 00:00:00",0,"7.7599999999999994E+001",1001,564,22,0,23032,630,"1.0E+000",0
55,"	2022-12-08 00:00:00",0,"7.7099999999999994E+001",1001,607,20,0,23031,682,"1.0E+000",0
93,"	2022-12-07 00:00:00",0,"7.8099999999999994E+001",1001,1200,42,0,23030,1335,"1.6000000000000001E+000",0
134,"	2022-12-06 00:00:00",0,"9.0200000000000003E+001",1001,1358,46,0,23029,1538,"1.5E+000",0
211,"	2022-12-05 00:00:00",0,"9.5099999999999994E+001",1001,2274,99,0,23028,2584,"1.8E+000",0
108,"	2022-12-04 00:00:00",0,"8.4900000000000006E+001",1001,1251,48,0,23027,1407,"1.7E+000",0
77,"	2022-12-03 00:00:00",0,"9.1E+001",1001,818,27,0,23010,922,"1.2E+000",0
112,"	2022-12-02 00:00:00",0,"9.9099999999999994E+001",1001,1268,69,0,23009,1449,"1.3E+000",0
151,"	2022-12-01 00:00:00",0,"1.003E+002",1001,1814,93,0,23008,2058,"1.5E+000",0
126,"	2022-11-30 00:00:00",0,"6.5400000000000006E+001",1001,1317,59,0,23007,1502,"1.2E+000",0
59,"	2022-11-29 00:00:00",0,"5.5600000000000001E+001",1001,792,24,0,22989,875,9.0000000000000002E-001,0
88,"	2022-11-28 00:00:00",0,"6.2799999999999997E+001",1001,1252,48,0,22988,1388,"1.2E+000",0
120,"	2022-11-27 00:00:00",0,"8.2400000000000006E+001",1001,1371,72,0,22987,1563,"2.3999999999999999E+000",0
55,"	2022-11-26 00:00:00",0,"7.7799999999999997E+001",1001,588,29,0,22973,672,"1.3999999999999999E+000",0
45,"	2022-11-25 00:00:00",0,"6.2100000000000001E+001",1001,586,21,0,22972,652,"1.1000000000000001E+000",0
10,"	2022-11-24 00:00:00",0,"7.3099999999999994E+001",1001,205,5,0,22971,220,"1.3999999999999999E+000",0
55,"	2022-11-22 00:00:00",0,"9.1299999999999997E+001",1001,655,13,0,22969,723,"1.2E+000",0
45,"	2022-11-21 00:00:00",0,"6.9599999999999994E+001",1001,619,19,0,22968,683,"1.0E+000",0
52,"	2022-11-19 00:00:00",0,"6.1299999999999997E+001",1001,412,14,0,22953,478,"1.1000000000000001E+000",0
83,"	2022-11-20 00:00:00",0,"6.75E+001",1001,685,30,0,22967,798,"1.1000000000000001E+000",0
59,"	2022-11-23 00:00:00",0,"6.95E+001",1001,631,19,0,22970,709,"1.3E+000",0
51,"	2022-11-18 00:00:00",0,"5.8600000000000001E+001",1001,463,13,0,22952,527,"1.0E+000",0
546,"	2022-06-27 00:00:00",0,"1.0290000000000001E+002",1001,5612,378,0,22184,6536,"3.7999999999999998E+000",0
1236,"	2022-06-16 00:00:00",0,"9.0799999999999997E+001",1001,9452,1494,0,22173,12182,"6.4000000000000004E+000",0
442,"	2022-07-05 00:00:00",0,"1.0559999999999999E+002",1001,4927,460,0,22192,5829,"2.8999999999999999E+000",0
1831,"	2022-05-20 00:00:00",0,"8.4700000000000003E+001",1001,12874,2522,0,22146,17227,"1.25E+001",0
371,"	2022-06-24 00:00:00",0,"1.0459999999999999E+002",1001,4038,204,0,22181,4613,"2.5E+000",0
1519,"	2022-05-28 00:00:00",0,"9.2299999999999997E+001",1001,10842,2110,0,22154,14471,"8.8000000000000007E+000",0
1441,"	2022-05-19 00:00:00",0,"8.4599999999999994E+001",1001,10053,1993,0,22145,13487,"1.0300000000000001E+001",0
1339,"	2022-07-13 00:00:00",0,"8.6799999999999997E+001",1001,8865,1468,0,22200,11672,"8.8000000000000007E+000",0
249,"	2022-07-02 00:00:00",0,"1.0190000000000001E+002",1001,2616,180,0,22189,3045,"2.0E+000",0
722,"	2022-05-27 00:00:00",0,"8.25E+001",1001,5084,821,0,22153,6627,"7.9000000000000004E+000",0
1753,"	2022-06-05 00:00:00",0,"1.03E+002",1001,13187,2351,0,22162,17291,"8.6999999999999993E+000",0
925,"	2022-07-21 00:00:00",0,"9.95E+001",1001,7913,832,0,22208,9670,"6.0E+000",0
415,"	2022-07-10 00:00:00",0,"8.8700000000000003E+001",1001,3767,347,0,22197,4529,"3.7000000000000002E+000",0
1989,"	2022-06-04 00:00:00",0,"1.012E+002",1001,14459,2657,0,22161,19105,"9.6999999999999993E+000",0
1505,"	2022-06-13 00:00:00",0,"1.038E+002",1001,12860,1875,0,22170,16240,"7.4000000000000004E+000",0
47,"	2022-07-29 00:00:00",0,"1.008E+002",1001,562,16,0,22216,625,9.0000000000000002E-001,0
1284,"	2022-06-12 00:00:00",0,"9.4700000000000003E+001",1001,10035,1506,0,22169,12825,"6.9000000000000004E+000",0
1568,"	2022-07-18 00:00:00",0,"1.012E+002",1001,12324,1938,0,22205,15830,"8.4000000000000004E+000",0
1161,"	2022-06-21 00:00:00",0,"1.015E+002",1001,10329,1132,0,22178,12622,"6.2000000000000002E+000",0
190,"	2022-08-06 00:00:00",0,"8.0299999999999997E+001",1001,1678,99,0,22247,1967,"2.7999999999999998E+000",0
248,"	2022-07-26 00:00:00",0,"1.068E+002",1001,2711,149,0,22213,3108,"1.8E+000",0
1589,"	2022-05-17 00:00:00",0,"7.7299999999999997E+001",1001,11380,2528,0,22143,15497,"1.4699999999999999E+001",0
